code,description,last_updated
"UC001007Medicaid level of care 12, as defined by each state",M/caid care lev 12 state def,2025-09-12
"UD001007Medicaid level of care 13, as defined by each state",M/caid care lev 13 state def,2025-09-12
UE001007Used durable medical equipment,Used durable med equipment,2025-09-12
UF001007Services provided in the morning,"Services provided, morning",2025-09-12
UG001007Services provided in the afternoon,"Services provided, afternoon",2025-09-12
UH001007Services provided in the evening,"Services provided, evening",2025-09-12
UJ001007Services provided at night,"Services provided, night",2025-09-12
UK001007Services provided on behalf of the client to someone other than the client,Svc on behalf client-collat,2025-09-12
UN001007Two patients served,Two patients served,2025-09-12
UP001007Three patients served,Three patients served,2025-09-12
UQ001007Four patients served,Four patients served,2025-09-12
UR001007Five patients served,Five patients served,2025-09-12
US001007Six or more patients served,Six or more patients served,2025-09-12
V1001007Demonstration modifier 1,Demonstration modifier 1,2025-09-12
V2001007Demonstration modifier 2,Demonstration modifier 2,2025-09-12
V3001007Demonstration modifier 3,Demonstration modifier 3,2025-09-12
V4001007Demonstration modifier 4,Demonstration modifier 4,2025-09-12
V5001007Vascular catheter (alone or with any other vascular access),Vascular catheter,2025-09-12
V6001007Arteriovenous graft (or other vascular access not including a vascular catheter,Arteriovenous graft,2025-09-12
V7001007Arteriovenous fistula only (in use with two needles),Arteriovenous fistula,2025-09-12
V8001007Infection present,Infection present,2025-09-12
V9001007No infection present,No infection present,2025-09-12
VM001007Medicare diabetes prevention program (mdpp) virtual make-up session,Mdpp virtual make-up session,2025-09-12
VP001007Aphakic patient,Aphakic patient,2025-09-12
"X1001007Continuous/broad services: for reporting services by clinicians, who provide",Continuous/broad services,2025-09-12
X2001007Continuous/focused services: for reporting services by clinicians whose,Continuous/focused services,2025-09-12
X3001007Episodic/broad services: for reporting services by clinicians who have broad,Episodic/broad services,2025-09-12
X4001007Episodic/focused services: for reporting services by clinicians who provide,Episodic/focused services,2025-09-12
X5001007Diagnostic services requested by another clinician: for reporting services by a,Svc req by another clinician,2025-09-12
"XE001007Separate encounter, a service that is distinct because it occurred during a",Separate encounter,2025-09-12
"XP001007Separate practitioner, a service that is distinct because it was performed by a",Separate practitioner,2025-09-12
"XS001007Separate structure, a service that is distinct because it was performed on a",Separate organ/structure,2025-09-12
"XU001007Unusual non-overlapping service, the use of a service that is distinct because",Unusual separate service,2025-09-12
ZA001007Novartis/sandoz,Novartis/sandoz,2025-09-12
ZB001007Pfizer/hospira,Pfizer/hospira,2025-09-12
ZC001007Merck/samsung bioepis,Merck/samsung bioepis,2025-09-12
"21001003Ambulance service, outside state per mile, transport (medicaid only)",Outside state ambulance serv,2025-09-12
"80001003Non-emergency transportation, per mile - vehicle provided by volunteer",Noninterest escort in non er,2025-09-12
"90001003Non-emergency transportation, per mile - vehicle provided by individual (family",Interest escort in non er,2025-09-12
00001003Non-emergency transportation; taxi,Nonemergency transport taxi,2025-09-12
"10001003Non-emergency transportation and bus, intra or inter state carrier",Nonemergency transport bus,2025-09-12
"20001003Non-emergency transportation: mini-bus, mountain area transports, or other",Noner transport mini-bus,2025-09-12
30001003Non-emergency transportation: wheelchair van,Noner transport wheelch van,2025-09-12
40001003Non-emergency transportation and air travel (private or commercial) intra or,Nonemergency transport air,2025-09-12
60001003Non-emergency transportation: per mile - case worker or social worker,Noner transport case worker,2025-09-12
"70001003Transportation ancillary: parking fees, tolls, other",Transport parking fees/tolls,2025-09-12
80001003Non-emergency transportation: ancillary: lodging-recipient,Noner transport lodgng recip,2025-09-12
90001003Non-emergency transportation: ancillary: meals-recipient,Noner transport meals recip,2025-09-12
00001003Non-emergency transportation: ancillary: lodging escort,Noner transport lodgng escrt,2025-09-12
10001003Non-emergency transportation: ancillary: meals-escort,Noner transport meals escort,2025-09-12
"25001003Ambulance service, neonatal transport, base rate, emergency transport, one way",Neonatal emergency transport,2025-09-12
80001003Bls mileage (per mile),Basic life support mileage,2025-09-12
82001003Bls routine disposable supplies,Basic support routine suppls,2025-09-12
84001003Bls specialized service disposable supplies; defibrillation (used by als,Bls defibrillation supplies,2025-09-12
90001003Als mileage (per mile),Advanced life support mileag,2025-09-12
92001003Als specialized service disposable supplies; defibrillation (to be used only in,Als defibrillation supplies,2025-09-12
94001003Als specialized service disposable supplies; iv drug therapy,Als iv drug therapy supplies,2025-09-12
96001003Als specialized service disposable supplies; esophageal intubation,Als esophageal intub suppls,2025-09-12
98001003Als routine disposable supplies,Als routine disposble suppls,2025-09-12
"20001003Ambulance waiting time (als or bls), one half (1/2) hour increments",Ambulance waiting 1/2 hr,2025-09-12
"22001003Ambulance (als or bls) oxygen and oxygen supplies, life sustaining situation",Ambulance 02 life sustaining,2025-09-12
"24001003Extra ambulance attendant, ground (als or bls) or air (fixed or rotary winged);",Extra ambulance attendant,2025-09-12
"25001003Ground mileage, per statute mile",Ground mileage,2025-09-12
"26001003Ambulance service, advanced life support, non-emergency transport, level 1 (als",Als 1,2025-09-12
"27001003Ambulance service, advanced life support, emergency transport, level 1 (als 1 -",Als1-emergency,2025-09-12
"28001003Ambulance service, basic life support, non-emergency transport, (bls)",Bls,2025-09-12
"29001003Ambulance service, basic life support, emergency transport (bls-emergency)",Bls-emergency,2025-09-12
"30001003Ambulance service, conventional air services, transport, one way (fixed wing)",Fixed wing air transport,2025-09-12
"31001003Ambulance service, conventional air services, transport, one way (rotary wing)",Rotary wing air transport,2025-09-12
"32001003Paramedic intercept (pi), rural area, transport furnished by a volunteer",Pi volunteer ambulance co,2025-09-12
"33001003Advanced life support, level 2 (als 2)",Als 2,2025-09-12
34001003Specialty care transport (sct),Specialty care transport,2025-09-12
"35001003Fixed wing air mileage, per statute mile",Fixed wing air mileage,2025-09-12
"36001003Rotary wing air mileage, per statute mile",Rotary wing air mileage,2025-09-12
"88001003Noncovered ambulance mileage, per mile (e.g., for miles traveled beyond closest",Noncovered ambulance mileage,2025-09-12
"98001003Ambulance response and treatment, no transport",Ambulance response/treatment,2025-09-12
99001003Unlisted ambulance service,Unlisted ambulance service,2025-09-12
"01001003Innovamatrix ac, per square centimeter","Innovamatrix ac, per sq cm",2025-09-12
"02001003Mirragen advanced wound matrix, per square centimeter",Mirragen adv wnd mat per sq,2025-09-12
"04001003Xcellistem, 1 mg","Xcellistem, 1 mg",2025-09-12
"05001003Microlyte matrix, per square centimeter","Microlyte matrix, per sq cm",2025-09-12
"06001003Novosorb synpath dermal matrix, per square centimeter",Novosorb synpath per sq cm,2025-09-12
"07001003Restrata, per square centimeter","Restrata, per sq cm",2025-09-12
"08001003Theragenesis, per square centimeter","Theragenesis, per sq cm",2025-09-12
"09001003Symphony, per square centimeter","Symphony, per sq cm",2025-09-12
"10001003Apis, per square centimeter","Apis, per square centimeter",2025-09-12
"11001003Supra sdrm, per square centimeter","Supra sdrm, per sq cm",2025-09-12
"12001003Suprathel, per square centimeter","Suprathel, per sq cm",2025-09-12
"13001003Innovamatrix fs, per square centimeter","Innovamatrix fs, per sq cm",2025-09-12
"14001003Omeza collagen matrix, per 100 mg",Omeza collag per 100 mg,2025-09-12
"15001003Phoenix wound matrix, per square centimeter","Phoenix wnd mtrx, per sq cm",2025-09-12
"16001003Permeaderm b, per square centimeter","Permeaderm b, per sq cm",2025-09-12
"17001003Permeaderm glove, each","Permeaderm glove, each",2025-09-12
"18001003Permeaderm c, per square centimeter","Permeaderm c, per sq cm",2025-09-12
"19001003Kerecis omega3 marigen shield, per square centimeter",Kerecis marigen shld sq cm,2025-09-12
20001003Ac5 advanced wound system (ac5),Ac5 wound system,2025-09-12
"21001003Neomatrix, per square centimeter",Neomatrix per sq cm,2025-09-12
"22001003Innovaburn or innovamatrix xl, per square centimeter",Innovabrn/innovamatx xl sqcm,2025-09-12
"23001003Innovamatrix pd, 1 mg","Innovamatrix pd, 1 mg",2025-09-12
"24001003Resolve matrix or xenopatch, per square centimeter",Resolve or xenopatch sq cm,2025-09-12
"25001003Miro3d, per cubic centimeter",Miro3d per cubic cm,2025-09-12
"26001003Restrata minimatrix, 5 mg","Restrata minimatrix, 5 mg",2025-09-12
"27001003Matriderm, per square centimeter",Matriderm per sq cm,2025-09-12
"28001003Micromatrix flex, per mg",Micromatrix flex per mg,2025-09-12
"29001003Mirotract wound matrix sheet, per cubic centimeter",Mirotract matrix sheet,2025-09-12
"30001003Miro3d fibers, per milligram","Miro3d fibers, per mg",2025-09-12
"31001003Mirodry wound matrix, per square centimeter","Mirodry, per sq cm",2025-09-12
"32001003Myriad matrix, per square centimeter","Myriad matrix, per sq cm",2025-09-12
"33001003Myriad morcells, 4 milligrams","Myriad morcells, 4 mg",2025-09-12
"34001003Foundation drs solo, per square centimeter","Found drs solo, per sq cm",2025-09-12
"35001003Corplex p or theracor p or allacor p, per milligram",Corpl p therac p allac p mg,2025-09-12
"36001003Cohealyx collagen dermal matrix, per square centimeter",Cohealyx col dml mx pr sq cm,2025-09-12
"37001003G4derm plus, per milliliter","G4derm plus, per ml",2025-09-12
"38001003Marigen pacto, per square centimeter","Marigen pacto, per sq cm",2025-09-12
"39001003Innovamatrix fd, per square centimeter","Innovamatrix fd, per sq cm",2025-09-12
"00001003Skin substitute, fda cleared as a device, not otherwise specified",Skin sub fda clrd as dev nos,2025-09-12
"06001003Syringe with needle, sterile, 1 cc or less, each",1 cc sterile syringe&needle,2025-09-12
"07001003Syringe with needle, sterile 2 cc, each",2 cc sterile syringe&needle,2025-09-12
"08001003Syringe with needle, sterile 3 cc, each",3 cc sterile syringe&needle,2025-09-12
